"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-26","6.26","0.00","0.0",,"81","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-27","7.61","0.00","0.0",,"79","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-28","10.51","0.00","0.0",,"78","64",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-29","11.86","0.98","0.0",,"69","65","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-30","6.26","0.00","0.0",,"79","62",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-08-31","6.26","0.00","0.0",,"86","68",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-01","10.29","0.00","0.0",,"73","63",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-02","9.40","0.77","0.0",,"65","57","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-03","6.49","0.00","0.0",,"80","63","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-04","9.17","0.00","0.0",,"82","62",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-05","9.17","0.07","0.0",,"87","69","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-06","7.61","0.55","0.0",,"72","61","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-07","8.05","0.00","0.0",,"75","59","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-08","6.49","0.00","0.0",,"77","56",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-09","9.40","0.00","0.0",,"73","57",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-10","7.61","0.00","0.0",,"74","53",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-11","6.04","0.00","0.0",,"75","57",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-12","3.36","0.00","0.0",,"80","63",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-13","5.37","0.04","0.0",,"80","67","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-14","6.04","0.00","0.0",,"82","69",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-15","4.47","0.00","0.0",,"83","67",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-16","2.91","0.00","0.0",,"87","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-17","4.47","0.00","0.0",,"85","68","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-18","8.72","0.00","0.0",,"77","70",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-19","11.86","0.00","0.0",,"84","68",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-20","7.83","0.00","0.0",,"88","70",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-21","5.37","0.00","0.0",,"88","67",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-22","5.37","0.00","0.0",,"83","70",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-23","6.26","0.00","0.0",,"89","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-24","4.92","0.00","0.0",,"92","67",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-25","4.70","0.00","0.0",,"91","70",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-26","8.72","0.00","0.0",,"86","69",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-27","10.07","0.00","0.0",,"91","72",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-28","13.65","0.00","0.0",,"81","66",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-29","6.49","0.00","0.0",,"75","58",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-09-30","15.21","0.00","0.0",,"70","57",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-01","5.82","0.00","0.0",,"71","51",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-02","3.80","0.00","0.0",,"74","52",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-03","5.59","0.00","0.0",,"75","56",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-04","6.93","0.00","0.0",,"77","56",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-05","7.16","0.00","0.0",,"80","58",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-06","5.82","0.00","0.0",,"83","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-07","10.29","0.00","0.0",,"85","65",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-08","9.40","0.06","0.0",,"83","75","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-09","12.30","0.56","0.0",,"86","74","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-10","2.91","0.00","0.0",,"86","72",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-11","8.05","0.06","0.0",,"75","67","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-12","13.87","0.05","0.0",,"68","61","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-13","8.95","0.00","0.0",,"66","60","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-14","5.82","0.00","0.0",,"71","62",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-15","10.07","0.00","0.0",,"79","64","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-16","13.42","0.10","0.0",,"73","52","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-17","7.16","0.00","0.0",,"64","46",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-18","5.37","0.00","0.0",,"71","45",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-19","6.49","0.00","0.0",,"72","49",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-20","5.59","0.00","0.0",,"77","55",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-21","3.13","0.00","0.0",,"78","52",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-22","4.92","0.00","0.0",,"77","54",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-23","10.29","0.03","0.0",,"78","60","    1","    1",,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-24","10.51","0.10","0.0",,"73","58","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-25","8.05","0.00","0.0",,"64","50",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-26","10.96","0.00","0.0",,"62","49",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-27","6.71","0.00","0.0",,"71","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-28","10.51","0.00","0.0",,"73","54",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-29","12.30","0.97","0.0",,"68","47","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-30","13.42","0.09","0.0",,"60","45",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-10-31","5.37","0.00","0.0",,"63","44",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-01","6.04","0.00","0.0",,"64","46",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-02","6.71","0.00","0.0",,"77","51",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-03","8.50","0.00","0.0",,"78","58",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-04","8.05","0.58","0.0",,"61","49","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-05","6.04","0.09","0.0",,"62","54","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-06","10.07","0.00","0.0",,"70","56",,,"    1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-07","11.86","1.07","0.0",,"56","42","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-08","10.74","0.00","0.0",,"49","42","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-09","4.92","0.03","0.0",,"57","45","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-10","14.76","0.00","0.0",,"50","32","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-11","7.16","0.00","0.0",,"39","26",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-12","2.68","0.01","0.0",,"47","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-13","6.71","0.13","0.0",,"53","41","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-14","8.72","0.00","0.0",,"51","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-15","5.14","0.00","0.0",,"55","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-16","11.41","0.00","0.0",,"64","44",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-17","8.28","0.00","0.0",,"54","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-18","13.42","0.00","0.0",,"63","37",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-19","16.78","0.07","0.0",,"64","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-20","9.84","0.00","0.0",,"53","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-21","10.74","0.00","0.0",,"62","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-22","12.53","0.01","0.0",,"59","37",,,"    1",,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-23","5.37","0.00","0.0",,"47","32",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-24","6.04","0.00","0.0",,"53","32",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-25","5.82","0.00","0.0",,"60","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-26","6.93","0.00","0.0",,"55","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-27","6.71","0.00","0.0",,"62","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-28","6.49","0.00","0.0",,"61","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-29","7.16","0.00","0.0",,"70","42",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-30","5.37","0.01","0.0",,"60","42",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-01","8.05","0.00","0.0",,"57","42","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-02","2.91","0.00","0.0",,"53","36",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-03","4.25","0.03","0.0",,"57","38","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-04","4.70","0.00","0.0",,"56","36",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-05","8.50","0.07","0.0",,"60","45","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-06","11.41","0.00","0.0",,"57","42",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-07","7.83","0.00","0.0",,"51","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-08","5.37","0.00","0.0",,"42","37",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-09","7.16","0.18","1.5",,"38","32","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-10","6.93","0.00","0.0",,"41","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-11","7.16","0.00","0.0",,"49","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-12","13.42","0.00","0.0",,"49","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-13","15.21","0.00","0.0",,"37","23",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-14","12.75","0.00","0.0",,"44","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-15","5.59","0.01","0.2",,"31","25","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-16","8.72","0.00","0.0",,"48","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-17","2.91","0.00","0.0",,"50","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-18","3.80","0.00","0.0",,"56","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-19","6.26","0.00","0.0",,"62","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-20","8.95","0.00","0.0",,"56","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-21","3.80","0.00","0.0",,"46","32",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-22","5.37","0.00","0.0",,"57","36",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-23","12.53","0.18","0.0",,"65","45","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-24","8.50","0.00","0.0",,"46","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-25","13.42","0.00","0.0",,"41","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-26","7.38","0.00","0.0",,"39","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-27","12.08","0.00","0.0",,"33","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-28","10.74","0.00","0.0",,"25","16",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-29","7.61","0.00","0.0",,"32","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-30","7.83","0.03","0.2",,"33","22","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-31","12.30","0.00","0.0",,"23","16",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-01","11.63","0.00","0.0","19","26","13",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-02","7.83","0.00","0.0","18","26","13",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-03","3.80","0.00","0.0","23","35","13","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-04","19.91","0.10","0.8","26","27","16","    1",,,,,,,,"    1",,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-05","15.66","0.00","0.0","17","21","13",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-06","13.42","0.00","0.0","15","21","11",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-07","8.95","0.00","0.0","15","23","8",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-08","8.50","0.06","0.0","25","39","19",,,,"    1",,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-09","5.37","0.00","0.0","38","51","30","    1","    1",,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-10","3.36","0.00","0.0","36","43","27",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-11","4.47","0.00","0.0","46","62","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-12","12.08","0.37","0.0","60","64","57","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-13","19.69","0.11","0.0","45","62","21","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-14","12.97","0.00","0.0","23","28","17",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-15","6.93","0.00","0.0","24","32","18",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-16","3.80","0.00","0.0","33","43","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-17","15.88","0.03","0.4","30","37","20","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-18","8.95","0.00","0.0","29","47","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-19","6.04","0.00","0.0","38","51","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-20","6.26","0.00","0.0","40","63","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-21","4.92","0.00","0.0","44","61","32",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-22","8.05","0.00","0.0","54","65","47",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-23","11.86","0.11","0.0","57","68","47","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-24","12.97","0.00","0.0","46","48","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-25","10.07","0.00","0.0","37","42","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-26","5.14","0.00","0.0","37","50","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-27","12.97","0.00","0.0","47","63","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-28","6.93","0.16","0.0","52","57","47","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-29","10.74","0.00","0.0","47","48","41","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-30","16.78","0.00","0.0","37","41","24",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-31","10.74","0.00","0.0","27","41","21",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-01","10.29","0.02","0.0","43","54","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-02","15.21","0.04","0.0","37","43","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-03","10.51","0.00","0.0","24","36","17",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-04","7.83","1.12","0.0","34","37","33","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-05","9.84","0.00","0.0","35","39","27","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-06","5.82","0.00","0.0","33","43","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-07","6.93","0.49","0.0","35","43","33","    1",,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-08","10.51","0.00","0.0","34","38","26",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-09","6.04","0.00","0.0","35","46","27",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-10","4.92","1.06","0.0","43","50","39","    1",,,,,,,,,,,,,,,,,,,
