"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-09-29","8.05","0.00","0.0","57","65","48",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-09-30","3.58","0.00","0.0","58","68","48",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-01","4.70","0.00","0.0","61","69","53","    1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-02","5.59","0.00","0.0","67","76","58","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-03","8.05","0.00","0.0","71","84","58","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-04","6.26","0.00","0.0","74","83","64","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-05","6.93","0.00","0.0","68","71","65","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-06","9.62","0.00","0.0","70","80","59","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-07","11.18","0.00","0.0","53","60","45",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-08","10.07","0.00","0.0","49","57","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-09","11.41","0.01","0.0","46","53","38",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-10","9.40","0.00","0.0","53","62","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-11","8.95","0.00","0.0","58","70","45",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-12","4.70","0.00","0.0","60","73","46",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-13","4.92","0.00","0.0","61","76","46",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-14","4.70","0.00","0.0","64","79","49",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-15","4.92","0.00","0.0","66","80","52","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-16","4.70","0.00","0.0","68","77","58","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-17","7.16","0.00","0.0","63","65","61","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-18","6.71","0.01","0.0","64","71","57","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-19","9.40","0.00","0.0","62","71","52",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-20","5.37","0.00","0.0","60","71","49","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-21","4.70","0.00","0.0","65","78","51","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-22","6.26","0.00","0.0","61","70","52","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-23","4.25","0.00","0.0","56","66","45",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-24","5.82","0.00","0.0","57","66","47",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-25","1.57","0.00","0.0","64","70","58","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-26","4.92","0.00","0.0","59","63","54","    1","    1",,,,,,"    1",,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-27","4.25","0.00","0.0","63","74","51","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-28","13.87","0.00","0.0","59","70","47","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-29","11.86","0.00","0.0","49","60","37",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-30","11.86","0.00","0.0","52","63","41",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-10-31","10.51","0.00","0.0","50","61","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-01","8.50","0.00","0.0","51","62","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-02","5.82","0.00","0.0","55","69","41",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-03","3.80","0.00","0.0","57","71","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-04","7.61","0.00","0.0","60","68","51","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-05","11.41","0.00","0.0","52","59","44",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-06","5.82","0.00","0.0","48","58","37",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-07","3.36","0.00","0.0","52","64","40",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-08","1.57","0.00","0.0","57","66","47",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-09","5.14","0.09","0.0","61","66","56","    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-10","14.32","0.36","0.0","59","67","51","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-11","16.78","0.00","0.0","55","60","49",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-12","8.72","0.00","0.0","50","57","43",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-13","6.71","0.00","0.0","48","56","40","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-14","9.40","0.26","0.0","48","57","39","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-15","11.41","0.00","0.0","41","47","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-16","9.84","0.01","0.0","41","52","30",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-17","10.74","0.00","0.0","48","58","37",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-18","8.28","0.00","0.0","40","46","34",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-19","6.04","0.00","0.0","35","40","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-20","10.29","0.00","0.0","40","51","29","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-21","12.75","0.00","0.0","35","41","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-22","11.41","0.00","0.0","32","38","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-23","9.17","0.00","0.0","33","38","27",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-24","4.92","0.00","0.0","34","42","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-25","8.72","0.49","0.0","39","46","31","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-26","6.93","0.23","0.0","52","58","46","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-27","7.61","0.00","0.0","51","59","42","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-28","8.05","0.00","0.0","46","56","36",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-29","7.38","0.16","0.0","42","51","33","    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-11-30","12.97","0.00","0.0","44","50","37","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-01","7.61","0.00","0.0","41","48","33",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-02","12.30","0.00","0.0","35","41","29",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-03","11.18","0.00","0.0","30","36","24",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-04","6.49","0.00","0.0","35","47","22",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-05","10.29","0.00","0.0","42","52","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-06","8.50","0.00","0.0","31","35","26",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-07","7.61","0.00","0.0","36","41","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-08","6.04","0.00","0.0","40","45","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-09","7.83","0.00","0.0","36","42","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-10","4.70","0.02","0.0","33","38","27","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-11","5.59","0.00","0.0","36","42","30","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-12","16.33","0.00","0.0","41","52","29","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-13","8.72","0.03","0.0","30","35","25","    1",,,,,"    1",,,,,,"    1",,,"    1","    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-14","5.37","0.68","0.0","34","38","30","    1",,,,,"    1",,,,,,"    1",,,"    1","    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-15","7.16","0.00","0.0","37","42","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-16","5.14","0.25","0.0","37","41","33","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-17","15.21","0.90","0.0","45","60","29","    1","    1","    1",,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-18","7.61","0.00","0.0","32","37","26",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-19","6.93","0.13","2.0","33","37","29","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-20","12.97","0.00","0.0","24","29","18",,,,,,,,,,,,,,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-21","6.04","0.00","0.0","27","34","20",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-22","10.96","0.00","0.0","25","34","15","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-23","8.95","0.00","0.0","21","28","14",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-24","10.29","0.00","0.0","31","40","22",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-25","12.53","0.00","0.0","24","28","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-26","7.61","0.00","0.0","23","29","16",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-27","6.26","0.00","0.0","28","33","22",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-28","14.09","0.00","0.0","26","30","22",,,,,,,,,,,,,,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-29","5.37","0.00","0.0","25","31","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-30","12.75","0.00","0.0","27","33","21",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2000-12-31","13.87","0.00","0.0","28","37","19",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-01","9.40","0.00","0.0","30","37","23",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-02","13.20","0.00","0.0","28","33","23",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-03","6.93","0.00","0.0","28","35","20",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-04","6.71","0.00","0.0","31","38","23",,,,,,,,,,,,,,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-05","6.93","0.05","1.0","28","33","22","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-06","8.50","0.00","0.0","35","42","28","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-07","4.03","0.00","0.0","34","42","26",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-08","6.93","0.20","0.0","34","37","30","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-09","15.43","0.00","0.0","31","34","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-10","10.07","0.00","0.0","39","49","29",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-11","7.61","0.00","0.0","42","59","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-12","6.71","0.00","0.0","37","45","28",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-13","2.91","0.00","0.0","35","47","23","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-14","3.58","0.01","0.0","38","48","28","    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-15","3.13","0.01","0.0","40","43","37","    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-16","10.74","0.00","0.0","42","49","34","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-17","7.16","0.00","0.0","39","45","33",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-18","4.25","0.01","0.0","37","40","34","    1",,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-19","5.82","1.02","0.0","39","41","36","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-20","12.30","0.33","0.3","36","39","33","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-21","13.65","0.06","1.1","29","33","24","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-22","5.59","0.00","0.0","29","36","21",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-23","3.80","0.00","0.0","32","43","21","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-24","3.58","0.00","0.0","37","47","27","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-25","15.43","0.00","0.0","35","42","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-26","9.17","0.00","0.0","31","39","23",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-27","13.20","0.00","0.0","42","48","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-28","6.71","0.00","0.0","37","46","28",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-29","5.14","0.00","0.0",,"47","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-30","6.04","0.53","0.0",,"53","36","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-01-31","9.62","0.00","0.0","48","57","39",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-01","6.93","0.00","0.0","43","51","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-02","10.29","0.02","0.0","40","52","28",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-03","9.40","0.00","0.0","32","38","25",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-04","7.83","0.00","0.0","36","45","26",,,,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-05","7.38","0.64","0.0","38","42","34","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-06","7.16","0.00","0.0","42","50","33",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-07","6.04","0.00","0.0","43","54","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-08","5.82","0.00","0.0","45","56","33",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-09","12.97","0.00","0.0","53","70","36","    1",,,,,,,"    1",,,,"    1",,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-10","18.12","0.00","0.0","49","64","34",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-11","10.96","0.00","0.0","33","39","27",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-12","8.28","0.05","0.0","36","41","30","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-13","4.25","0.01","0.0","44","54","33","    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-14","9.17","0.11","0.0","47","51","43","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-15","8.05","0.07","0.0","49","55","43","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-16","4.70","0.58","0.0","42","44","40","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-17","16.55","0.02","0.0","36","45","26","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-18","9.62","0.00","0.0","30","38","21",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-19","10.29","0.00","0.0","38","51","24",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-20","7.83","0.00","0.0","51","65","37",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-21","14.99","0.00","0.0","43","57","29",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-22","11.41","0.18","2.8","26","29","23","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-23","7.16","0.00","0.0","35","47","23",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-24","8.50","0.00","0.0","37","43","31",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-25","10.29","0.15","0.0","46","55","36","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-26","14.09","0.00","0.0","48","56","40",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-27","6.49","0.00","0.0","47","58","35",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-02-28","10.96","0.00","0.0","41","48","34",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-01","8.95","0.00","0.0","39","50","28",,,,,,,,"    1",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-02","7.16","0.00","0.0","47","58","36",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-03","6.04","0.00","0.0","49","59","38",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-04","14.32","0.30","0.0","42","47","37","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-05","15.88","0.05","0.2","36","43","28","    1",,,"    1",,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-06","20.13","0.00","0.0","32","39","25",,,,,,,,,,,,,,,,,"    1",,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-07","16.11","0.00","0.0","43","51","34",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-08","6.26","0.00","0.0","40","50","30",,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-09","12.75","0.00","0.0","40","46","34",,,,,,,,,,,,,,,"    1",,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2001-03-10","10.96","0.00","0.0","40","49","31",,,,,,,,,,,,,,,,,,,,
